"","variable","R"
"397","MTND4P8",-0.011360661666184
"398","GLYCTK",-0.0655867092784039
"399","MASP2",0.169572751313536
"400","FOXD2-AS1",-0.09518070010779
"401","DNAJA1P6",0.00628135588983871
"402","RPRM",-0.0217151273042774
"403","TNNT1",-0.174073458467988
"404","AC008555.7",-0.033570179480876
"405","AC009220.1",0.00931021595341191
"406","MTND1P11",0.229643999279463
"407","AC138869.1",NA
"408","MT-ND1",-0.141081543219031
"409","PPOX",-0.022771269125766
"410","OR2U2P",-0.101714217478806
"411","MTATP6P26",0.111848204362397
"412","DEFA1",NA
"413","AL136369.2",0.244827659399137
"414","LINC02301",-0.014507987800565
"415","H6PD",0.257040939316096
"416","RCOR1",-0.258826491866977
"417","GRAMD1C",-0.109911011006926
"418","LINC01429",0.0544110359619344
"419","RPS6KB1",0.279906761113174
"420","AC068620.1",0.193872178468409
"421","ADIRF-AS1",0.198913938158572
"422","GLI3",0.357348384791551
"423","MIR378D1",NA
"424","MTATP6P19",-0.046892183184241
"425","OFD1P4Y",NA
"426","AC006001.2",-0.119224946776799
"427","KCNE4",0.466107843791025
"428","AL589987.1",0.0923661325368194
"429","EIF1P5",-0.00211130171259202
"430","HOXC13",0.0834614941763951
"431","DAP3P1",0.0241418959985348
"432","TOLLIP-AS1",-0.228619401610978
"433","AC009065.8",-0.134608168753627
"434","FAM217B",0.197112460947259
"435","AC106786.2",0.210095860693647
"436","AC011396.1",0.122377791317077
"437","AC139143.1",0.0915006802942696
"438","AC067817.2",0.320353016107402
"439","FCGR2B",0.657647668878536
"440","LAMTOR4",-0.0332357616118145
"441","PHYKPL",0.162810742377811
"442","U3",-0.0788633925251088
"443","VN1R7P",-0.0397938549568981
"444","AC034234.1",0.0954602396089716
"445","KIAA1328",0.304016697006462
"446","KRT8P10",-0.0285806714470874
"447","AC133473.1",0.0542396945308526
"448","RNU7-90P",0.106815297623576
"449","NME1-NME2",-0.00602051693438343
"450","AC007274.2",NA
"451","PHLDA2",-0.158911191154647
"452","CBL",0.380550615040245
"453","ASS1P2",0.0894667868234062
"454","AC022690.1",-0.0627950624581632
"455","RLN1",0.194451503944664
"456","AC093801.2",0.0491413140484565
"457","IGHV1-12",0.527236234632614
"458","RN7SL193P",-0.0169727736502935
"459","AC245128.2",-0.0270741532068308
"460","KRT8P50",-0.00525789432476275
"461","CLN6",-0.0198729809272333
"462","EFS",0.392277136865489
"463","PPIAP27",0.0244427246870063
"464","AC103592.1",0.0706506839906988
"465","ERRFI1",0.0172613366164675
"466","AL049874.2",-0.092148312046493
"467","EVPL",-0.1021119085606
"468","AC015878.2",-0.0531431566376933
"469","GRAMD4P8",0.0147324882941631
"470","AC120024.4",-0.0761607964997114
"471","SMIM2",-0.0773315578460312
"472","AC073257.1",0.00466296399307777
"473","SPON1-AS1",0.176808752979277
"474","IL27RA",0.568925413866995
"475","CHMP1B2P",-0.0276899986165451
"476","AC068787.1",-0.113484735568998
"477","SRGAP2-AS1",0.143903544983967
"478","WDR70",0.173725106521049
"479","AC073612.1",0.0884232596221657
"480","OR10H1",0.0939199585621059
"481","BRDT",0.184097398064465
"482","OTUD1",0.424363337052405
"483","AL162724.2",0.0535058903855379
"484","TTC5",0.0577497857635526
"485","PDCD6",-0.241564159959233
"486","AC137675.1",-0.0802248167600614
"487","MIR6131",0.0445411710228826
"488","AC008267.7",-0.116273969509249
"489","AC068308.1",0.285942681315034
"490","LINC02747",-0.00202968781297185
"491","MRPS11",0.00867794464388976
"492","RPL7P22",-0.08512793990082
"493","RNA5SP442",-0.0842088509571999
"494","EPB41L2",0.532575385849546
"495","AL772337.3",-0.151660930330901
"496","EPHA3",0.412250642211696
"497","CENPBD1P1",0.0814436899030686
"498","C2orf27A",0.0929154171614094
"499","RNU6ATAC25P",-0.0686353022334974
"500","WWC2-AS2",-0.00207916347758753
"501","HMGB1P46",-0.102602883132157
"502","AC109329.1",0.0108126611824104
"503","DIO1",0.157348371597786
"504","C1orf35",-0.234451808494015
"505","LDHA",-0.103280380519761
"506","LINC02826",-0.112952032682286
"507","RN7SL446P",-0.0307242716899034
"508","Metazoa_SRP",0.0961949595007346
"509","XCL1",0.518575618747705
"510","MIR4740",-0.0898323541022549
"511","AL033527.3",-0.108022968023532
"512","UBE3A",0.0855880827803661
"513","DNMT3A",0.200124212351366
"514","PPIAP16",0.129582375015777
"515","AL662844.3",0.114816949188595
"516","AC087857.1",0.0151630230563313
"517","PDE5A",0.255348944145249
"518","AC061997.1",NA
"519","RN7SL648P",0.0964604256018113
"520","LINC01730",0.138647750731767
"521","RNU6-1045P",-0.00464346501991576
"522","AC110774.1",-0.124730384597018
"523","ZNF304",0.210423486485437
"524","AL359258.3",-0.13627136829231
"525","AC104316.2",0.118335679296798
"526","ATP6AP2",0.0976689283002117
"527","RN7SL714P",0.00562775696192147
"528","AP001207.1",-0.0401861436902924
"529","ATP23",0.0150040160003026
"530","PLIN4",0.305023931778755
"531","AC008079.1",0.0579229664457452
"532","MTND4P24",-0.0532908385590413
"533","AC244100.3",-0.00455171943778744
"534","Y_RNA",0.101156209007758
"535","AL035411.1",0.0579568351911356
"536","AL157944.1",-0.0528309768907722
"537","DSCR4-IT1",-0.00253231717906271
"538","HMGN2P10",0.0421993038608565
"539","ARL17B",0.158264251824618
"540","RLIMP1",0.115378930712132
"541","COPS5P1",0.021173018902123
"542","Y_RNA",-0.135880039813958
"543","MIR129-2",-0.108574305683752
"544","PLP2",-0.208347308881681
"545","AC011506.1",0.0149403258735183
"546","TREH",0.094133653684419
"547","AL049861.1",-0.0545727180172702
"548","NOP16",0.023119621072705
"549","GNA12",0.31935413558455
"550","HEY2",0.181094243135725
"551","ACOX2",0.335207135044106
"552","AP000542.3",0.0114666441118357
"553","INTS13",0.101389327093521
"554","PROSER2",0.0221601602817072
"555","PPP1R7",-0.0817960230151155
"556","AC119150.1",-0.0350309172405043
"557","AC099791.2",-0.125285706443815
"558","Metazoa_SRP",-0.0269280883731192
"559","AP001468.1",-0.00223541559309638
"560","AC008662.2",NA
"561","MIR6720",NA
"562","AC020703.1",0.134273953578301
"563","OR51E2",0.263424737566573
"564","AP002992.1",0.068128186187144
"565","MTND4P31",-0.049628272718746
"566","CYP2E1",0.0402684897748751
"567","PES1",0.0790848495766528
"568","ADAM20P2",-0.123800611419437
"569","USP3-AS1",-0.0227374292223491
"570","IGLC7",0.507778915956375
"571","AC078899.3",0.0175876753147957
"572","MIR516A2",NA
"573","AP002990.1",0.0376090714828148
"574","HSDL2",-0.0154280100842912
"575","RNU6-919P",-0.0443344254007604
"576","LINC01548",0.0272255292521183
"577","RPS13P2",0.0786548837450024
"578","RPL31P9",0.0898380317761204
"579","LINC00395",0.100974344097428
"580","STARD5",0.426427571160838
"581","IGHV3-74",0.58948415048406
"582","AL162425.1",0.12114329168144
"583","PTCD3",0.128626468179045
"584","ABHD17AP4",0.181829608814585
"585","TRAV5",0.664138689554766
"586","TSPEAR",0.193700571103375
"587","AC011487.1",0.0746807709740107
"588","LINC01874",-0.00112476758222247
"589","CYP2D6",0.0444208449823883
"590","FLYWCH2",-0.022104423970197
"591","NTM",0.208084551984561
"592","SERF1AP1",-0.108230069777531
"593","AC006011.2",0.14977846535371
"594","AC091489.2",-0.0129563502127074
"595","IFNA1",-0.0792134629396161
"596","DLGAP1-AS4",-0.0918766323456957
"597","AC011893.1",0.336573914986556
"598","ZDHHC20P3",-0.0658895908631444
"599","AC008736.2",0.0128965054423374
"600","AC010387.1",0.00727404973893191
"601","RN7SL177P",0.0184644445939131
"602","LINC01771",0.373291596930314
"603","AC093890.1",0.605035785770297
"604","RNY1P5",-0.0235465762417714
"605","SNORA72",0.122377791317077
"606","AC091027.2",0.101156209007758
"607","AC103808.1",-0.0248305134399154
"608","ZNF551",0.227275758387071
"609","RNU1-59P",0.0628199214657848
"610","RPL41",-0.0100753335967538
"611","ELOCP13",NA
"612","RN7SKP132",0.0813767911127136
"613","SERPINB3",-0.00372721458513673
"614","RNU4-73P",0.104626899451544
"615","AC108706.1",-0.0530539557732994
"616","ASB2",0.656469244006605
"617","RNU7-105P",0.122377791317077
"618","RPS6P16",-0.0570894103540363
"619","AP005328.1",-0.152138222711663
"620","CD1C",0.655886003318301
"621","WFDC6",-0.0170780760461064
"622","AL035410.2",0.0207635553217231
"623","DDX55P1",0.122850219346017
"624","MZT2A",-0.177988934351583
"625","MIR548C",0.192258528043996
"626","FOXO1B",0.00419546269351338
"627","EXOSC7",-0.111744337539102
"628","RNA5SP237",0.0647973322619328
"629","AP003031.1",0.138671030345002
"630","TPI1P4",-0.0315017976791715
"631","OGDHL",0.0975753709201767
"632","AL117382.2",-0.197102790285688
"633","IL12A",0.448240374786883
"634","LINC01299",0.087150366307999
"635","FGFBP1",0.0405582545447007
"636","BRD9P2",-0.0770357443401213
"637","RN7SL150P",-0.0463049595054123
"638","RN7SKP7",NA
"639","FAM86C1",0.0393130101489852
